Twitter Handle & User Name,Tweet, external URL,Date of Tweet,Followers,Following,RT,FAV
"globeandmail , The Globe and Mail","b'Officers who shot, killed 70-year-old man in hospital last year will not be charged https://t.co/5UCunZRWRh https://t.co/QIUQclGgsY'",http://dlvr.it/QrpbtK,Wed Nov 21 22:59:05 +0000 2018,1732031,557,5,2
"BestMovieLine , Best Movie Line",b'Forrest Gump https://t.co/jHGlTjyBER',no external urls in this tweet,Wed Nov 21 22:56:41 +0000 2018,493176,38,17,58
"screenrant , Screen Rant","b""#Fallout76 is Bethesda's Worst-Rated Game in 12 Years - https://t.co/jPWFS7Ozu0 https://t.co/LP4OMO0Cky""",https://buff.ly/2KmFfLE,Wed Nov 21 22:56:25 +0000 2018,115536,289,1,5
"The_Gateway , The Gateway","b'As the washrooms at Room of the Top are not accessible to wheelchair users, they have to go down to the first or si\\u2026 https://t.co/wlcw5MYCrq'",https://twitter.com/i/web/status/1065376696709181441,Wed Nov 21 22:49:32 +0000 2018,5968,608,2,1
"BestMovieLine , Best Movie Line",b'Silver Linings Playbook https://t.co/IPu98AhQ4O',no external urls in this tweet,Wed Nov 21 22:46:27 +0000 2018,493176,38,34,112
"DepressedDarth , Darth Vader","b'Dear Elon Musk,\\n\\nPlease stop building rockets and start building lightsabers. \\n\\nSincerely,\\n\\nEveryone.'",no external urls in this tweet,Wed Nov 21 22:45:33 +0000 2018,817375,314,80,345
"yaboynimrit , Nimrit",b'(also we know why: yts have more energy about mistreatment of dogs than mistreatment of marginalized people)',no external urls in this tweet,Wed Nov 21 22:43:57 +0000 2018,458,1227,0,2
"globeandmail , The Globe and Mail",b'Quebec ready to reform family law to protect children of common-law spouses https://t.co/gYWNbsbx2M https://t.co/0z44w3wYwA',http://dlvr.it/QrpYlT,Wed Nov 21 22:43:04 +0000 2018,1732031,557,5,13
"GoldenKnights , Vegas Golden Knights","b""Fans: Soooo what's in that VGK Inaugural Season Book anyway?\\n\\nGary Lawless: Well....... https://t.co/9zXfSKLhyF""",no external urls in this tweet,Wed Nov 21 22:43:00 +0000 2018,422000,639,15,143
"CBR , Comic Book Resources","b""Watch #ChillingAdventuresofSabrina's Nick Scratch Seductively Baste a Turkey https://t.co/c7QV84SJCs https://t.co/sNEJNi4C8E""",https://buff.ly/2AdwpeH,Wed Nov 21 22:40:46 +0000 2018,234940,832,2,8
"yaboynimrit , Nimrit",b'SAY IT LOUDER FOR THE PEOPLE IN THE BACK https://t.co/GsPwxfcbfE',https://twitter.com/natalieweiner/status/1065361525848895493,Wed Nov 21 22:39:03 +0000 2018,458,1227,0,1
"BestMovieLine , Best Movie Line",b'Big Fish https://t.co/zZC9JSNaoX',no external urls in this tweet,Wed Nov 21 22:36:28 +0000 2018,493176,38,28,98
"EdmontonOilers , Edmonton Oilers","b'""A day filled with emotion ended with the best emotion of all... happiness."" @GenePrincipe recaps a memorable Tuesd\\u2026 https://t.co/nqJjaYNK4s'",https://twitter.com/i/web/status/1065372921806282752,Wed Nov 21 22:34:32 +0000 2018,799811,265,6,37
"globeandmail , The Globe and Mail",b'Chabot\\u2019s hot start for Senators lessens blow of Karlsson\\u2019s departure https://t.co/O1R58ySVQ8 @Globe_Sports https://t.co/vn60eRr2eB',http://dlvr.it/QrpXtN,Wed Nov 21 22:34:08 +0000 2018,1732031,557,1,2
"globeandmail , The Globe and Mail","b'Alberta tables bill changing property, adult child support rules for common-law partners https://t.co/XHhyjRzLQe\\u2026 https://t.co/Aa3r6fD2F4'",http://dlvr.it/QrpXqm,Wed Nov 21 22:34:07 +0000 2018,1732031,557,2,2
"globeandmail , The Globe and Mail",b'Volunteer firefighter killed while helping at crash scene on Saskatchewan highway https://t.co/xOrTWzP5dA https://t.co/Lt1YjbSzjY',http://dlvr.it/QrpXmf,Wed Nov 21 22:34:05 +0000 2018,1732031,557,5,2
"CBR , Comic Book Resources",b'Sony Announces 2020 Release Dates for Two Marvel Movies\\nhttps://t.co/nH2l1vtmpI https://t.co/yXKn3WZyox',https://buff.ly/2AewjmU,Wed Nov 21 22:32:02 +0000 2018,234940,832,14,48
"DepressedDarth , Darth Vader",b'These movie endings blew my mind https://t.co/1z9SKpSgr2',http://twentytwowords.com/films-with-the-most-mind-blowing-twist-endings-ever/2/?utm_source=deck&utm_medium=cpc&utm_term=influencer&utm_campaign=DM367,Wed Nov 21 22:30:33 +0000 2018,817375,314,2,7
"globeandmail , The Globe and Mail","b'After reflecting on Red Deer, curler Ryan Fry to take leave from Team Jacobs https://t.co/FsEb1ZL2Xh @Globe_Sports https://t.co/jkLcgWOftS'",http://dlvr.it/QrpWr8,Wed Nov 21 22:27:06 +0000 2018,1732031,557,1,2
"JSBMjeanshorts , Jeanshorts",b'RT @WheatNOil: I love how every coach that Nugent-Hopkins has sees what they have in him in less than 20 minutes of TOI. https://t.co/6OyH8\\u2026',no external urls in this tweet,Wed Nov 21 22:26:46 +0000 2018,5437,97,10,0
"BestMovieLine , Best Movie Line",b'Forrest Gump https://t.co/wQ1prNDFeB',no external urls in this tweet,Wed Nov 21 22:26:29 +0000 2018,493176,38,47,192
"globeandmail , The Globe and Mail",b'Ontario government quietly stalls implementation of pay transparency law https://t.co/72PxACDhTz https://t.co/sTdBkO2BsL',http://dlvr.it/QrpWWQ,Wed Nov 21 22:25:07 +0000 2018,1732031,557,8,2
"SundayChants , Sunday League Footy",b'There is something quite brilliant about bad tackles with WWE commentary. \\U0001f602\\U0001f44a https://t.co/KXSOHNiEYI',no external urls in this tweet,Wed Nov 21 22:22:00 +0000 2018,154662,23845,96,240
"SwiftOnSecurity , SwiftOnSecurity","b""RT @realscientists: I'll say from the outset that I think Li-ion batteries in some recognisable form are going to be the dominant technolog\\u2026""",no external urls in this tweet,Wed Nov 21 22:21:56 +0000 2018,247692,8090,8,0
"CBR , Comic Book Resources","b""Hugh Jackman Doesn't Think the World Wants a Wolverine/Deadpool Crossover\\nhttps://t.co/cjSExLYYBf https://t.co/iiWOyKo5WW""",https://buff.ly/2TznMnn,Wed Nov 21 22:17:03 +0000 2018,234940,832,45,175
"BestMovieLine , Best Movie Line",b'Thor https://t.co/OzZhdR1opO',no external urls in this tweet,Wed Nov 21 22:16:30 +0000 2018,493176,38,23,119
"DepressedDarth , Darth Vader",b'Pulp Wars https://t.co/QN9xTp5Bhn',no external urls in this tweet,Wed Nov 21 22:15:33 +0000 2018,817375,314,111,318
"yaboynimrit , Nimrit",b'This guy on the plane just stood up when the plane landed and now his gf is SOBBING https://t.co/zFPzG3YaXS',no external urls in this tweet,Wed Nov 21 22:15:07 +0000 2018,458,1227,5,16
"EdmontonOilers , Edmonton Oilers","b'""I\'d give the \'Thanks for Trying\' Award to Nuge &amp; Benny."" \\n\\nThe latest episode of #Oilers TV\'s #AroundTheRink serie\\u2026 https://t.co/g9jon5qVfa'",https://twitter.com/i/web/status/1065368004043702278,Wed Nov 21 22:15:00 +0000 2018,799811,265,22,105
"JasonGregor , Jason Gregor",b'Some great stories from Matvichuk. https://t.co/VkucOulPdL',https://twitter.com/ConnorHalley/status/1065367163131871233,Wed Nov 21 22:13:28 +0000 2018,63943,607,1,2
"globeandmail , The Globe and Mail",b'Mexico detains 213 Central American migrants in fourth caravan https://t.co/MU8QAQuMxx https://t.co/BkS149gXrN',http://dlvr.it/QrpThP,Wed Nov 21 22:12:08 +0000 2018,1732031,557,2,5
"globeandmail , The Globe and Mail",b'U.S. prosecutors weigh evidence as https://t.co/eb2QSQoHPo chief Richard Liu faces rape allegation\\u2026 https://t.co/gF1KctbyWe',http://JD.com,Wed Nov 21 22:12:06 +0000 2018,1732031,557,1,1
"TheHIMYMQuotes , HIMYM Quotes",b'Download and watch the best videos FREE.\\nhttps://t.co/AWS036rtr7 https://t.co/YMsVW4w9T4',https://play.google.com/store/apps/details?id=com.livestream.app,Wed Nov 21 22:10:23 +0000 2018,62572,277,0,1
"OilersNation , OilersNation.com",b'Team lunches at @yeg_burger never fail. \\U0001f64c\\U0001f64c https://t.co/tF2v8giQAV',no external urls in this tweet,Wed Nov 21 22:09:46 +0000 2018,47378,1396,1,11
"globeandmail , The Globe and Mail",b'Evening Update: Morneau\\u2019s economic update focuses on tax breaks for business; Ottawa gives formal notice for legisl\\u2026 https://t.co/jWJGXMm1xC',https://twitter.com/i/web/status/1065366262383955969,Wed Nov 21 22:08:05 +0000 2018,1732031,557,2,0
"BootsRiley , Boots Riley",b'RT @GothamNoirNYC: @BlackonCinema I\\u2019m watching sorry to bother you. I\\u2019m surprised y\\u2019all didn\\u2019t discuss the spaghetti debate!',no external urls in this tweet,Wed Nov 21 22:07:07 +0000 2018,89884,19807,1,0
"BootsRiley , Boots Riley",b'RT @Khorax: Sorry To Bother You is VERY smart..',no external urls in this tweet,Wed Nov 21 22:06:49 +0000 2018,89884,19807,1,0
"BootsRiley , Boots Riley",b'RT @PVNlSH: \\u201csorry to bother you\\u201d is incredibly good',no external urls in this tweet,Wed Nov 21 22:06:31 +0000 2018,89884,19807,3,0
"BootsRiley , Boots Riley",b'RT @alexthedopest: Wow Sorry To Bother You was crazy and not at all what i was expecting.',no external urls in this tweet,Wed Nov 21 22:06:30 +0000 2018,89884,19807,1,0
"BestMovieLine , Best Movie Line",b'Avengers 4 Trailer Release Date Narrowed Down https://t.co/JJcW7MZwpr',https://goo.gl/7mdmVV,Wed Nov 21 22:06:29 +0000 2018,493176,38,1,8
"BootsRiley , Boots Riley",b'RT @_wifire: \\u2018SORRY TO BOTHER YOU\\u2019 IS NOW ON HULU. I REPEAT: \\u2018SORRY TO BOTHER YOU\\u2019 IS NOW ON HULU. DO YOURSELF A FAVOR',no external urls in this tweet,Wed Nov 21 22:05:48 +0000 2018,89884,19807,42,0
"BootsRiley , Boots Riley",b'RT @GrindHardPeezy: Sorry To Bother You is an underrated movie.',no external urls in this tweet,Wed Nov 21 22:05:38 +0000 2018,89884,19807,2,0
"BestMovieLine , Best Movie Line",b'29 Things You Never Knew About The Good Place https://t.co/rT3Cy3jFbz',http://twentytwowords.com/behind-the-scenes-facts-the-good-place/?utm_source=deck&utm_medium=cpc&utm_term=influencer&utm_campaign=DM367,Wed Nov 21 22:05:32 +0000 2018,493176,38,3,8
"BootsRiley , Boots Riley","b'RT @NOtherLikeMe: This \\u201cSorry to bother you\\u201d movie, spot on af \\U0001f5e3'",no external urls in this tweet,Wed Nov 21 22:05:26 +0000 2018,89884,19807,2,0
"BootsRiley , Boots Riley",b'RT @sunnyswade: THEY PUT SORRY TO BOTHER YOU ON HULU LETS GO GAYS',no external urls in this tweet,Wed Nov 21 22:04:12 +0000 2018,89884,19807,9,0
"globeandmail , The Globe and Mail",b'Los Angeles prosecutor declines felony case against Michael Avenatti https://t.co/p09xjCGFt9 https://t.co/u9bN5IeMua',http://dlvr.it/QrpSMb,Wed Nov 21 22:04:04 +0000 2018,1732031,557,9,12
"BootsRiley , Boots Riley",b'RT @RevRuny: Ohh hell yeah! \\u2018Sorry to Bother You\\u2019 just became available on @Hulu \\n Watchin\\u2019 that shit tonight Son!\\n@lakeithlakeith is my du\\u2026',no external urls in this tweet,Wed Nov 21 22:02:49 +0000 2018,89884,19807,11,0
"BootsRiley , Boots Riley",b'RT @lilbabylisk: Sorry to Bother You is on Hulu',no external urls in this tweet,Wed Nov 21 22:02:26 +0000 2018,89884,19807,14,0
"CBR , Comic Book Resources",b'Carnage Has Been Reborn With a Deadly New Mission in Web of Venom https://t.co/kmrrDcLNlK https://t.co/EQoYIAcZLk',https://buff.ly/2AayAj8,Wed Nov 21 22:02:03 +0000 2018,234940,832,9,37
"BootsRiley , Boots Riley",b'RT @ginandtectonica: Sorry to Bother You is on Hulu. I\\u2019m marking that to watch tomorrow',no external urls in this tweet,Wed Nov 21 22:01:25 +0000 2018,89884,19807,17,0
"BootsRiley , Boots Riley",b'RT @kalekidest: they have sorry to bother you on hulu my hearts about to explode I\\u2019m so excited',no external urls in this tweet,Wed Nov 21 22:01:21 +0000 2018,89884,19807,3,0
"BootsRiley , Boots Riley",b'RT @softhoneyangel: @BootsRiley in honour of sorry to bother you being on hulu please find a way to restock these \\U0001f614 https://t.co/8iRlXDmsGy',no external urls in this tweet,Wed Nov 21 22:01:07 +0000 2018,89884,19807,3,0
"BootsRiley , Boots Riley","b'RT @JSSDaysGoneBye: Saw Sorry To Bother You last night, what a wild mind trip. Thanks @BootsRiley for making such an interesting and unique\\u2026'",no external urls in this tweet,Wed Nov 21 22:01:00 +0000 2018,89884,19807,3,0
"screenrant , Screen Rant","b'Achtung! Cthulu Tactics mixes a World War 2 setting with Lovecraftian horror influences, but the XCOM-inspired tact\\u2026 https://t.co/oz7BzvMgcc'",https://twitter.com/i/web/status/1065364374620172288,Wed Nov 21 22:00:35 +0000 2018,115536,289,0,3
"DepressedDarth , Darth Vader","b""'Episode IX' Deals With Leia's Death in a Beautiful Way https://t.co/bnIO38SpIO""",https://goo.gl/QrL3CC,Wed Nov 21 22:00:32 +0000 2018,817375,314,12,63
"PreyanshuKumar , Preyanshu Kumar",b'RT @AndyTheBlanch: The sound editing and mixing in all these trailers have been some of the best in the business. So pumped! https://t.co/o\\u2026',no external urls in this tweet,Wed Nov 21 21:57:12 +0000 2018,206,191,1,0
"lighthouse_labs , Lighthouse Labs","b'When we moved to Victoria in 2016, Fort Tectoria was our first home and community \\U0001f3e1. As we approach our fifth birth\\u2026 https://t.co/9b562UGl9x'",https://twitter.com/i/web/status/1065363474220498945,Wed Nov 21 21:57:00 +0000 2018,7615,901,2,9
"globeandmail , The Globe and Mail",b'N.J. lawmakers unveil legislation legalizing marijuana for people 21 and over https://t.co/SM0QZsXmyw https://t.co/AbWacc32FV',http://dlvr.it/QrpR56,Wed Nov 21 21:56:06 +0000 2018,1732031,557,7,10
"BestMovieLine , Best Movie Line",b'Daria https://t.co/Uth1nz0qoV',no external urls in this tweet,Wed Nov 21 21:55:34 +0000 2018,493176,38,59,201
"BootsRiley , Boots Riley",b'RT @B_Langloss: Sorry To Bother You is now on @hulu Pretty sure that means I\\u2019m going to spend thanksgiving talking my very conservative dad\\u2026',no external urls in this tweet,Wed Nov 21 21:54:52 +0000 2018,89884,19807,14,0
"BootsRiley , Boots Riley","b'RT @RaineyElaine: Sorry to Bother You is now streaming on Hulu and if you don\\u2019t go watch it RIGHT NOW, you\\u2019re dead to me.'",no external urls in this tweet,Wed Nov 21 21:54:44 +0000 2018,89884,19807,13,0
"BootsRiley , Boots Riley","b'RT @adamrapz92: OMG ""SORRY TO BOTHER YOU"" IS NOW STREAMING ON HULU !!!!!!!!!!!!!!!!'",no external urls in this tweet,Wed Nov 21 21:54:36 +0000 2018,89884,19807,5,0
"jsbmbaggedmilk , Baggedmilk - Oilers Beet writer",b'RT @RPW_1832: @jsbmbaggedmilk Hahahaha Spec lookin for a lil back-up to his asinine comment yesterday and then Hitch with the rejection!! h\\u2026',no external urls in this tweet,Wed Nov 21 21:53:42 +0000 2018,11797,194,5,0
"yaboynimrit , Nimrit","b""Why do people not like this lol. I can't prefer to stand and wait over sitting and waiting when I've just been doin\\u2026 https://t.co/CbLhqxYoMh""",https://twitter.com/i/web/status/1065362320119881728,Wed Nov 21 21:52:25 +0000 2018,458,1227,0,7
"BestMovieLine , Best Movie Line",b'Before Sunset https://t.co/wCTAcRbi17',no external urls in this tweet,Wed Nov 21 21:45:37 +0000 2018,493176,38,55,160
"DepressedDarth , Darth Vader",b'The Dark Side of the Ren https://t.co/6Bq3w2VT7q',no external urls in this tweet,Wed Nov 21 21:45:36 +0000 2018,817375,314,76,312
"jsbmbaggedmilk , Baggedmilk - Oilers Beet writer",b'I also liked when Spector asked Hitchcock about McDavid scoring less but being a more complete player and Hitch jus\\u2026 https://t.co/d1eLNbr7wq',https://twitter.com/i/web/status/1065360602812448768,Wed Nov 21 21:45:35 +0000 2018,11797,194,14,163
"JSBMjeanshorts , Jeanshorts",b'This is how Lucic is gonna have to earn his ice time now https://t.co/u79iWnbNmL',https://twitter.com/JasonGregor/status/1065358055951364096,Wed Nov 21 21:45:22 +0000 2018,5437,97,1,4
"jsbmbaggedmilk , Baggedmilk - Oilers Beet writer","b'""The thing that goes underrated is that I\'m able to (keep Connor &amp; Leon together) because of the good play of Nugen\\u2026 https://t.co/7CPfRyjDPz'",https://twitter.com/i/web/status/1065360124385013760,Wed Nov 21 21:43:41 +0000 2018,11797,194,49,428
"JasonGregor , Jason Gregor","b'""There isn\'t much difference from system to system. Mainly a new coach will come in and it is about connecting with\\u2026 https://t.co/1Owh987j55'",https://twitter.com/i/web/status/1065360073982017536,Wed Nov 21 21:43:29 +0000 2018,63943,607,1,10
"globeandmail , The Globe and Mail",b'Ontario opposition call on Ford to address allegations his chief of staff interfered with police\\u2026 https://t.co/bSPcUC4cLI',https://twitter.com/i/web/status/1065358462136180737,Wed Nov 21 21:37:05 +0000 2018,1732031,557,8,14
"JasonGregor , Jason Gregor","b'""We were fortunate enough we had success in Dallas so we could have fun. I saw Mike Keane and Ken in a wrestling ma\\u2026 https://t.co/e6aPpuaA9L'",https://twitter.com/i/web/status/1065358055951364096,Wed Nov 21 21:35:28 +0000 2018,63943,607,1,8
"screenrant , Screen Rant",b'#TheLEGOMovie Will Stream For Free On YouTube For Black Friday https://t.co/wiTSlOOes8 https://t.co/ZCKrm0qNqV',https://buff.ly/2DTs5pl,Wed Nov 21 21:33:29 +0000 2018,115536,289,10,37
"GoldenKnights , Vegas Golden Knights",b'looking to bring two more points with us on the \\u2708\\ufe0f tonight\\n\\nhttps://t.co/dK7h4PVuRl',https://atnhl.com/2Fyti6X,Wed Nov 21 21:32:14 +0000 2018,422000,639,20,216
"CBR , Comic Book Resources",b'Shazam! Debuts New Movie Synopsis\\nhttps://t.co/2c9hGDXf6R https://t.co/4LUykF4s78',https://buff.ly/2S4nsvp,Wed Nov 21 21:32:03 +0000 2018,234940,832,5,32
"EdmontonOilers , Edmonton Oilers","b'""It\'s my job to eliminate surprises &amp; to make sure (players) know what I want to do, why &amp; what\'s in it for them.""\\u2026 https://t.co/L17nnpipZI'",https://twitter.com/i/web/status/1065357136039882752,Wed Nov 21 21:31:49 +0000 2018,799811,265,73,477
"JasonGregor , Jason Gregor","b'""It wasn\'t that he wanted everyone to play defence all the time, he just held you accountable about certain areas d\\u2026 https://t.co/Tx8acNwq9L'",https://twitter.com/i/web/status/1065356871039504385,Wed Nov 21 21:30:46 +0000 2018,63943,607,3,21
"screenrant , Screen Rant","b""The Infinity Stones' Biggest Secret Revealed By Marvel - https://t.co/uAwIkJ6BYY https://t.co/Sp9c2hBNfz""",https://buff.ly/2A9tWC3,Wed Nov 21 21:29:03 +0000 2018,115536,289,4,35
"BestMovieLine , Best Movie Line",b'Breakfast at Tiffany\\u2019s https://t.co/mlkVzeuuNr',no external urls in this tweet,Wed Nov 21 21:28:29 +0000 2018,493176,38,111,375
"JasonGregor , Jason Gregor","b'""We all found a way to love Hitch, hate Hitch, love him again, and then realize how he helped make us better. He fi\\u2026 https://t.co/P3qGC0oOuW'",https://twitter.com/i/web/status/1065355948124864518,Wed Nov 21 21:27:06 +0000 2018,63943,607,14,89
"globeandmail , The Globe and Mail",b'Canadian sprint star Andre De Grasse pondering options ahead of season https://t.co/RlE2FUGEIJ @Globe_Sports https://t.co/YtAirdFkKd',http://dlvr.it/QrpLN9,Wed Nov 21 21:25:07 +0000 2018,1732031,557,1,4
"globeandmail , The Globe and Mail",b'Parliamentary committee convenes to crack down on concussions https://t.co/jCLoQiDqlO @Globe_Sports https://t.co/3jQzfDKjFn',http://dlvr.it/QrpLJD,Wed Nov 21 21:25:06 +0000 2018,1732031,557,0,2
"JasonGregor , Jason Gregor","b'Live @OnTheRocksEdm...Be here before 6 to get free wings, $4.50 pints but also enter draw to win pair of seats to G\\u2026 https://t.co/MMUi5shYp9'",https://twitter.com/i/web/status/1065355212674621440,Wed Nov 21 21:24:10 +0000 2018,63943,607,2,4
"UAlberta , University of Alberta",b'Congratulations to esteemed organist and choir director Jeremy Spurgeon on receiving an honourary degree in\\u2026 https://t.co/F129qSiGXC',https://twitter.com/i/web/status/1065355020198019073,Wed Nov 21 21:23:24 +0000 2018,79693,575,9,49
"yaboynimrit , Nimrit",b'RT @plantkid_: put ur pronouns in ur bio\\n\\neven if ur cis\\n\\neven if it ruins ur aesthetic\\n\\neven if u think everyone can tell\\n\\nit helps normal\\u2026',no external urls in this tweet,Wed Nov 21 21:21:48 +0000 2018,458,1227,8877,0
"BestMovieLine , Best Movie Line",b'The Beginners https://t.co/LbXJm7vo5O',no external urls in this tweet,Wed Nov 21 21:21:22 +0000 2018,493176,38,43,155
"DepressedDarth , Darth Vader",b'Worst. Coloring Book. Ever. https://t.co/kwckRQKLRL',no external urls in this tweet,Wed Nov 21 21:21:13 +0000 2018,817375,314,92,278
"Archaeologuy , Matt Henderson","b'When going to a forbidden island inhabited by explicitly violent indigenous peoples, always bring a dipshit mission\\u2026 https://t.co/46cwM5V0Tw'",https://twitter.com/i/web/status/1065354450187866112,Wed Nov 21 21:21:08 +0000 2018,7384,227,1,20
"globeandmail , The Globe and Mail",b'Prominent anti-poverty activist critically ill in Eastern Ontario hospital https://t.co/zR7ksVTRaw https://t.co/C7S0aRg055',http://dlvr.it/QrpKQd,Wed Nov 21 21:19:05 +0000 2018,1732031,557,10,19
"CBR , Comic Book Resources","b""Joker Movie Synopsis Teases a 'Cautionary Tale'\\nhttps://t.co/reyzNgZ9Fd https://t.co/S3o98HaHKq""",https://buff.ly/2TxCBH9,Wed Nov 21 21:17:01 +0000 2018,234940,832,12,25
"Archaeologuy , Matt Henderson",b'RT @TravisDakin: https://t.co/naHI7L9Xvh',no external urls in this tweet,Wed Nov 21 21:14:15 +0000 2018,7384,227,137,0
"globeandmail , The Globe and Mail",b'The close: TSX jumps over 200 points as global markets rebound https://t.co/4CNCmTM3Ue @GlobeInvestor https://t.co/YhriYte0jC',http://dlvr.it/QrpJ6Z,Wed Nov 21 21:12:08 +0000 2018,1732031,557,0,3
"globeandmail , The Globe and Mail",b'Media sector gets $595-million package in Ottawa\\u2019s fiscal update https://t.co/8jnaK3jByc @GlobePolitics https://t.co/dZUC2x8bJZ',http://dlvr.it/QrpJ63,Wed Nov 21 21:12:07 +0000 2018,1732031,557,74,64
"globeandmail , The Globe and Mail",b'Morneau delivers a mini-budget to please Canada\\u2019s CEOs https://t.co/gk2rWButyB @GlobePolitics https://t.co/umEaafKh2k',http://dlvr.it/QrpJ5Z,Wed Nov 21 21:12:06 +0000 2018,1732031,557,1,2
"globeandmail , The Globe and Mail",b'Liberals channel higher revenues into tax breaks for business in fall fiscal update https://t.co/CG4JUutMuh\\u2026 https://t.co/EfhaCR9jLF',http://dlvr.it/QrpJ1x,Wed Nov 21 21:12:05 +0000 2018,1732031,557,1,5
"BestMovieLine , Best Movie Line","b""Here's the Official Synopsis For the Joker Movie https://t.co/mGuKzadl2H""",https://goo.gl/eei6MT,Wed Nov 21 21:07:14 +0000 2018,493176,38,1,14
"globeandmail , The Globe and Mail","b""Redblacks' coach Campbell\\u2019s Edmonton ties run deep https://t.co/05TFaYR33g @Globe_Sports https://t.co/uezS7mCr6z""",http://dlvr.it/QrpH9H,Wed Nov 21 21:07:10 +0000 2018,1732031,557,0,1
"BestMovieLine , Best Movie Line",b'Can You Name These Obscure Harry Potter Characters? https://t.co/YLwo6FTblm',http://magiquiz.com/quiz/can-you-name-these-obscure-harry-potter-characters/2/?one_question_pp&utm_source=dm-slide&utm_medium=cpc&utm_term=influencer&utm_campaign=DM367,Wed Nov 21 21:05:49 +0000 2018,493176,38,1,6
"GoldenKnights , Vegas Golden Knights",b'Some prettttttty special VGK items are going on sale this Gold Friday \\U0001f440\\n\\nhttps://t.co/PYm0IiC2j4',https://atnhl.com/2Tzk4tX,Wed Nov 21 21:04:34 +0000 2018,422000,639,32,223
"DepressedDarth , Darth Vader",b'These made me laugh https://t.co/2ihez6Ay9R',http://twentytwowords.com/most-frightening-pictures-on-the-internet/4/?utm_source=deck&utm_medium=cpc&utm_term=influencer&utm_campaign=DM367,Wed Nov 21 21:04:28 +0000 2018,817375,314,0,9
"doniveson , Don Iveson",b'Road and sidewalk rebuilds plus proper preventative mainetance in newer areas are one big reason for larger tax inc\\u2026 https://t.co/KFmQrJXCfr',https://twitter.com/i/web/status/1065349885061447680,Wed Nov 21 21:03:00 +0000 2018,155786,2299,5,17
"CBR , Comic Book Resources","b""The Boruto Manga May Have Brought Back Naruto's Deadliest Enemy https://t.co/QBSvU9a0JD https://t.co/fzvmPe7owK""",https://buff.ly/2Bo7U0b,Wed Nov 21 21:02:03 +0000 2018,234940,832,2,7
"EdmontonOilers , Edmonton Oilers","b'RT @GenePrincipe: ""I got 550 texts in 24 hours including 40-50 from former players"" @EdmontonOilers K.Hitchcock and hometown connection wit\\u2026'",no external urls in this tweet,Wed Nov 21 21:00:25 +0000 2018,799811,265,15,0
"globeandmail , The Globe and Mail","b""Big 12 football breaks out in the NFL, can the Saints top the Chiefs-Rams' totals? https://t.co/RkdHpCJaPu\\u2026 https://t.co/6Sh555ioSf""",http://dlvr.it/QrpFZn,Wed Nov 21 20:58:06 +0000 2018,1732031,557,0,1
"globeandmail , The Globe and Mail","b'To place first in the startup race, Canada needs a thriving secondary market https://t.co/jb3Tccpgpt @GlobeBusiness https://t.co/DPYed7Nxaq'",http://dlvr.it/QrpF92,Wed Nov 21 20:56:06 +0000 2018,1732031,557,0,2
"JasonGregor , Jason Gregor","b'Will talk WHL coaching with Matvichuk, but also many Hitchcock stories... https://t.co/C1rqYWea5h'",https://twitter.com/ConnorHalley/status/1065346557791404034,Wed Nov 21 20:55:42 +0000 2018,63943,607,0,3
"doniveson , Don Iveson","b""RT @FCM_online: Municipalities are key fed partners\\u2014turning investments into real outcomes. We're engaging parliamentarians all week on mod\\u2026""",no external urls in this tweet,Wed Nov 21 20:55:24 +0000 2018,155786,2299,8,0
"iamdevloper , I Am Devloper","b'DING DING DING, we have a winner.\\n\\nAs a special thanks for voting, you can now buy this t-shirt with a 10% discount\\u2026 https://t.co/TWQ69BLFz3'",https://twitter.com/i/web/status/1065346703077900289,Wed Nov 21 20:50:21 +0000 2018,329343,0,5,27
"CBR , Comic Book Resources","b""Titans' Jason Todd Actor Wants to Play Red Hood\\nhttps://t.co/BI2ZC1lxhq https://t.co/WWSPeACRwn""",https://buff.ly/2DSh3k2,Wed Nov 21 20:47:03 +0000 2018,234940,832,15,61
"DutchNewsNL , DutchNews.NL",b'RT @EcesuErol: I wrote something! And it includes some good news! \\U0001f973 https://t.co/sWzeOEjm7H  @Medium @DutchNewsNL @unsplash',https://bit.ly/2RZUbSs,Wed Nov 21 20:46:36 +0000 2018,14227,250,1,0
"BestMovieLine , Best Movie Line",b'Peaky Blinders https://t.co/RdmvJ1oFwI',no external urls in this tweet,Wed Nov 21 20:46:31 +0000 2018,493176,38,51,198
"screenrant , Screen Rant","b""Early word of mouth is pretty strong for the Laurel &amp; Hardy memoir, #StanAndOllie.\\n\\nCheck out the film's newly-rele\\u2026 https://t.co/E9ZH4IYMQZ""",https://twitter.com/i/web/status/1065345566979305474,Wed Nov 21 20:45:50 +0000 2018,115536,289,0,9
"jsbmbaggedmilk , Baggedmilk - Oilers Beet writer",b'RT @cooom: Evan the Intern found a bottle of ketchup \\U0001f630 https://t.co/yqKZpthlSL',no external urls in this tweet,Wed Nov 21 20:45:34 +0000 2018,11797,194,2,0
"DepressedDarth , Darth Vader",b'Vote Vader for President in 2020 https://t.co/8OLKHMJrCZ',no external urls in this tweet,Wed Nov 21 20:45:27 +0000 2018,817375,314,36,154
